Identifier,cookie,Click_No,Image,Mean,SD
,4,10,IMG_5105.jpg,4.999,0.818
,5,11,IMG_5105.jpg,8.104,0.936
,6,12,IMG_5105.jpg,7.437,0.867
,7,13,IMG_5105.jpg,7.771,1.037
,8,14,IMG_5105.jpg,8.123,1.079
,9,15,IMG_5105.jpg,7.996,0.954
,10,16,IMG_5105.jpg,8.102,0.738
,11,17,IMG_5105.jpg,8.015,0.941
,12,18,IMG_5105.jpg,8.416,0.831
,13,19,IMG_5105.jpg,7.997,0.875
,14,20,IMG_5105.jpg,7.986,1.011
,15,21,IMG_5105.jpg,7.617,0.975
,16,22,IMG_5105.jpg,8.356,0.74
,17,23,IMG_5105.jpg,8.246,0.878
,18,24,IMG_5105.jpg,8.204,0.594
,19,25,IMG_5105.jpg,7.887,1.063
,20,26,IMG_5105.jpg,8.572,0.704
scale,,1,IMG_5106.jpg,202.326,1.776
scale,,2,IMG_5106.jpg,184.973,2.443
scale,,3,IMG_5106.jpg,163.819,1.926
scale,,4,IMG_5106.jpg,145.795,2.053
scale,,5,IMG_5106.jpg,113.17,2.312
scale,,6,IMG_5106.jpg,90.456,1.812
,1,7,IMG_5106.jpg,6.607,0.897
,2,8,IMG_5106.jpg,7.37,0.717
,3,9,IMG_5106.jpg,5.868,0.548
,4,10,IMG_5106.jpg,4.821,0.652
,5,11,IMG_5106.jpg,8.035,0.97
,6,12,IMG_5106.jpg,7.713,0.708
,7,13,IMG_5106.jpg,8.166,0.719
,8,14,IMG_5106.jpg,8.471,0.39
,9,15,IMG_5106.jpg,7.739,0.577
,10,16,IMG_5106.jpg,7.606,0.874
,11,17,IMG_5106.jpg,8.452,0.579
,12,18,IMG_5106.jpg,8.796,0.857
,13,19,IMG_5106.jpg,7.782,0.969
,14,20,IMG_5106.jpg,8.506,0.729
,15,21,IMG_5106.jpg,7.333,1.205
,16,22,IMG_5106.jpg,8.42,0.641
,17,23,IMG_5106.jpg,8.777,0.829
,18,24,IMG_5106.jpg,7.838,0.938
,19,25,IMG_5106.jpg,7.41,0.716
,20,26,IMG_5106.jpg,8.435,1.474
scale,,1,IMG_5110.jpg,197.886,1.685
scale,,2,IMG_5110.jpg,181.742,2.033
scale,,3,IMG_5110.jpg,159.224,1.475
scale,,4,IMG_5110.jpg,139.001,2.358
scale,,5,IMG_5110.jpg,105.194,2.389
scale,,6,IMG_5110.jpg,81.442,1.608
,1,7,IMG_5110.jpg,4.164,0.517
,2,8,IMG_5110.jpg,5.7,0.972
,3,9,IMG_5110.jpg,5.554,0.591
,4,10,IMG_5110.jpg,5.813,0.787
,5,11,IMG_5110.jpg,7.241,1.128
,6,12,IMG_5110.jpg,7.337,0.821
,7,13,IMG_5110.jpg,6.309,1.129
,8,14,IMG_5110.jpg,7.662,0.986
,9,15,IMG_5110.jpg,8.128,0.887
,10,16,IMG_5110.jpg,7.346,0.822
,11,17,IMG_5110.jpg,7.838,0.989
,12,18,IMG_5110.jpg,7.63,0.978
,13,19,IMG_5110.jpg,7.271,0.907
,14,20,IMG_5110.jpg,8.347,0.742
,15,21,IMG_5110.jpg,7.044,0.737
,16,22,IMG_5110.jpg,7.728,0.889
,17,23,IMG_5110.jpg,8.195,0.71
,18,24,IMG_5110.jpg,7.919,0.963
,19,25,IMG_5110.jpg,7.398,1.178
,20,26,IMG_5110.jpg,8.158,0.786
scale,,1,IMG_5111.jpg,202.555,1.661
scale,,2,IMG_5111.jpg,187.878,2.05
scale,,3,IMG_5111.jpg,165.195,1.955
scale,,4,IMG_5111.jpg,145.065,2.219
scale,,5,IMG_5111.jpg,110.399,2.198
scale,,6,IMG_5111.jpg,88.071,1.658
,1,7,IMG_5111.jpg,6.202,0.863
,2,8,IMG_5111.jpg,7.109,0.898
,3,9,IMG_5111.jpg,5.158,0.693
,4,10,IMG_5111.jpg,4.36,0.586
,5,11,IMG_5111.jpg,8.474,0.778
,6,12,IMG_5111.jpg,7.556,0.685
,7,13,IMG_5111.jpg,7.357,1.169
,8,14,IMG_5111.jpg,7.8,1.066
,9,15,IMG_5111.jpg,8.174,0.837
,10,16,IMG_5111.jpg,8.173,0.487
,11,17,IMG_5111.jpg,8.091,0.724
,12,18,IMG_5111.jpg,8.035,0.746
,13,19,IMG_5111.jpg,7.454,0.841
,14,20,IMG_5111.jpg,8.06,0.977
,15,21,IMG_5111.jpg,7.738,0.591
,16,22,IMG_5111.jpg,8.209,0.56
,17,23,IMG_5111.jpg,8.37,1.043
,18,24,IMG_5111.jpg,7.777,0.858
,19,25,IMG_5111.jpg,7.095,1.092
,20,26,IMG_5111.jpg,8.533,0.644
scale,,1,IMG_5112.jpg,197.467,1.581
scale,,2,IMG_5112.jpg,183.047,2.355
scale,,3,IMG_5112.jpg,160.767,2.191
scale,,4,IMG_5112.jpg,139.772,2.598
scale,,5,IMG_5112.jpg,104.519,2.379
scale,,6,IMG_5112.jpg,81.7,2.062
,1,7,IMG_5112.jpg,6.455,0.703
,2,8,IMG_5112.jpg,6.793,1.255
,3,9,IMG_5112.jpg,4.93,0.577
,4,10,IMG_5112.jpg,4.171,0.689
,5,11,IMG_5112.jpg,6.933,0.863
,6,12,IMG_5112.jpg,7.91,0.647
,7,13,IMG_5112.jpg,7.332,0.878
,8,14,IMG_5112.jpg,7.554,0.975
,9,15,IMG_5112.jpg,7.974,0.617
,10,16,IMG_5112.jpg,8.053,0.597
,11,17,IMG_5112.jpg,8.322,0.904
,12,18,IMG_5112.jpg,7.364,0.644
,13,19,IMG_5112.jpg,7.898,0.365
,14,20,IMG_5112.jpg,7.777,0.675
,15,21,IMG_5112.jpg,7.284,1.046
,16,22,IMG_5112.jpg,8.152,0.846
,17,23,IMG_5112.jpg,8.084,0.937
,18,24,IMG_5112.jpg,8.243,0.615
,19,25,IMG_5112.jpg,7.317,0.762
,20,26,IMG_5112.jpg,8.02,0.711
