Identifier,cookie,Click_No,Image,Mean,SD
,3,3,IMG_5067.jpg,7.046,1.165
,4,4,IMG_5067.jpg,5.184,1.033
,5,5,IMG_5067.jpg,7.725,1.047
,6,6,IMG_5067.jpg,6.442,1.046
,7,7,IMG_5067.jpg,6.552,1.169
,8,8,IMG_5067.jpg,6.893,0.483
,9,9,IMG_5067.jpg,7.6,0.974
,10,10,IMG_5067.jpg,6.852,0.889
,11,11,IMG_5067.jpg,7.371,1.092
,12,12,IMG_5067.jpg,7.503,1.043
,13,13,IMG_5067.jpg,7.438,0.592
,14,14,IMG_5067.jpg,7.714,0.974
,15,15,IMG_5067.jpg,8.611,1.021
,16,16,IMG_5067.jpg,8.098,0.924
,17,17,IMG_5067.jpg,7.929,1.054
,18,18,IMG_5067.jpg,8.352,0.478
,19,19,IMG_5067.jpg,8.105,0.857
,20,20,IMG_5067.jpg,8.739,1.308
scale,,1,IMG_5069.jpg,193.943,2.909
scale,,2,IMG_5069.jpg,182.088,1.855
scale,,3,IMG_5069.jpg,164.847,2.128
scale,,4,IMG_5069.jpg,142.284,2.344
scale,,5,IMG_5069.jpg,115.287,2.39
scale,,6,IMG_5069.jpg,92.09,2.467
,1,7,IMG_5069.jpg,7.056,0.827
,2,8,IMG_5069.jpg,7.891,1.197
,3,9,IMG_5069.jpg,7.271,1.039
,4,10,IMG_5069.jpg,7.14,0.913
,5,11,IMG_5069.jpg,7.75,0.962
,6,12,IMG_5069.jpg,6.851,0.91
,7,13,IMG_5069.jpg,6.539,0.833
,8,14,IMG_5069.jpg,7.543,0.933
,9,15,IMG_5069.jpg,6.797,0.846
,10,16,IMG_5069.jpg,7.602,0.582
,11,17,IMG_5069.jpg,7.667,1.038
,12,18,IMG_5069.jpg,7.024,1.14
,13,19,IMG_5069.jpg,7.954,0.738
,14,20,IMG_5069.jpg,7.931,1.226
,15,21,IMG_5069.jpg,8.41,1.038
,16,22,IMG_5069.jpg,7.624,1.063
,17,23,IMG_5069.jpg,7.747,1.05
,18,24,IMG_5069.jpg,8.033,0.713
,19,25,IMG_5069.jpg,7.982,1.176
,20,26,IMG_5069.jpg,8.368,1.193
scale,,1,IMG_5070.jpg,202.684,1.65
scale,,2,IMG_5070.jpg,187.634,2.048
scale,,3,IMG_5070.jpg,167.929,2.853
scale,,4,IMG_5070.jpg,147.242,2.159
scale,,5,IMG_5070.jpg,122.036,2.281
scale,,6,IMG_5070.jpg,100.639,2.68
,1,7,IMG_5070.jpg,8.113,1.127
,2,8,IMG_5070.jpg,8.781,1.394
,3,9,IMG_5070.jpg,6.074,0.748
,4,10,IMG_5070.jpg,7.187,0.766
,5,11,IMG_5070.jpg,7.222,1.171
,6,12,IMG_5070.jpg,8.201,1.016
,7,13,IMG_5070.jpg,6.988,0.777
,8,14,IMG_5070.jpg,7.666,0.602
,9,15,IMG_5070.jpg,8.148,0.816
,10,16,IMG_5070.jpg,7.531,0.84
,11,17,IMG_5070.jpg,7.302,0.441
,12,18,IMG_5070.jpg,7.629,0.855
,13,19,IMG_5070.jpg,7.752,1.18
,14,20,IMG_5070.jpg,8.279,0.945
,15,21,IMG_5070.jpg,7.926,0.923
,16,22,IMG_5070.jpg,7.868,0.701
,17,23,IMG_5070.jpg,8.402,0.711
,18,24,IMG_5070.jpg,7.891,1.202
,19,25,IMG_5070.jpg,8.202,1.054
,20,26,IMG_5070.jpg,8.906,1.045
scale,,1,IMG_5071.jpg,199.302,1.683
scale,,2,IMG_5071.jpg,183.597,1.804
scale,,3,IMG_5071.jpg,164.877,2.103
scale,,4,IMG_5071.jpg,144.85,2.049
scale,,5,IMG_5071.jpg,119.007,2.194
scale,,6,IMG_5071.jpg,97.105,2.311
,1,7,IMG_5071.jpg,7.246,1.081
,2,8,IMG_5071.jpg,8.681,0.911
,3,9,IMG_5071.jpg,6.694,0.927
,4,10,IMG_5071.jpg,7.203,1.028
,5,11,IMG_5071.jpg,7.111,1.021
,6,12,IMG_5071.jpg,8.243,0.761
,7,13,IMG_5071.jpg,6.582,1.201
,8,14,IMG_5071.jpg,7.847,0.736
,9,15,IMG_5071.jpg,8.322,0.458
,10,16,IMG_5071.jpg,7.309,0.899
,11,17,IMG_5071.jpg,6.758,1.049
,12,18,IMG_5071.jpg,7.224,1.082
,13,19,IMG_5071.jpg,7.393,0.565
,14,20,IMG_5071.jpg,7.817,1.219
,15,21,IMG_5071.jpg,8.555,0.666
,16,22,IMG_5071.jpg,7.935,0.992
,17,23,IMG_5071.jpg,7.627,1.296
,18,24,IMG_5071.jpg,7.902,1.166
,19,25,IMG_5071.jpg,7.579,1.185
,20,26,IMG_5071.jpg,7.756,1.177
scale,,1,IMG_5072.jpg,203.425,1.575
scale,,2,IMG_5072.jpg,189.364,1.805
scale,,3,IMG_5072.jpg,171.29,2.196
scale,,4,IMG_5072.jpg,152.38,2.471
scale,,5,IMG_5072.jpg,125.879,2.542
scale,,6,IMG_5072.jpg,104.302,2.787
,1,7,IMG_5072.jpg,8.69,0.862
,2,8,IMG_5072.jpg,9.131,0.917
,3,9,IMG_5072.jpg,7.019,0.942
,4,10,IMG_5072.jpg,6.925,1.157
,5,11,IMG_5072.jpg,7.12,1.097
,6,12,IMG_5072.jpg,7.483,1.035
,7,13,IMG_5072.jpg,7.706,0.967
,8,14,IMG_5072.jpg,8.142,1.049
,9,15,IMG_5072.jpg,8.656,1.028
,10,16,IMG_5072.jpg,6.811,0.88
,11,17,IMG_5072.jpg,6.781,0.671
,12,18,IMG_5072.jpg,5.493,0.723
,13,19,IMG_5072.jpg,8.294,0.773
,14,20,IMG_5072.jpg,8.689,0.913
,15,21,IMG_5072.jpg,8.835,0.753
,16,22,IMG_5072.jpg,7.829,1.184
,17,23,IMG_5072.jpg,8.105,1.268
,18,24,IMG_5072.jpg,8.239,1.079
,19,25,IMG_5072.jpg,8.117,0.84
,20,26,IMG_5072.jpg,8.597,1.093
