cookie,Image,Color_mean,Color_SD,Folder,Date,Site,Tank_color,Temperature,Bag_number,Project,Country,SITE,Latitude,Longitude,Species,Genotype,Condition,Pam_value,Timepoint,SampleID_clean,MINIMUM_DEPTH_FEET,MAXIMUM_DEPTH_FEET,MINIMUM_DEPTH_METERS,MAXIMUM_DEPTH_METERS,Color_mean_inverted
14,IMG_4712.jpg,5.866,0.631,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,24,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,2,wild,0.413,420,11_AGLO_2,29,44,8.8392,13.4112,249.13400000000001
15,IMG_4712.jpg,5.462,1.047,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,11,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,3,wild,0.25,420,11_AGLO_3,29,44,8.8392,13.4112,249.538
16,IMG_4712.jpg,5.113,0.681,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,12,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,4,wild,0.312,420,11_AGLO_4,29,44,8.8392,13.4112,249.887
17,IMG_4712.jpg,5.91,0.806,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,13,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,5,wild,0.269,420,11_AGLO_5,29,44,8.8392,13.4112,249.09
18,IMG_4712.jpg,5.288,0.862,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,33,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,6,wild,0.466,420,11_AGLO_6,29,44,8.8392,13.4112,249.712
19,IMG_4712.jpg,6.185,0.807,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,14,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,7,wild,0.374,420,11_AGLO_7,29,44,8.8392,13.4112,248.815
20,IMG_4712.jpg,4.713,0.912,02.10.2026_ESA-TUT-011_AFTER,20260210,11,5-orange,38,32,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,8,wild,0.407,420,11_AGLO_8,29,44,8.8392,13.4112,250.287
1,IMG_4713.jpg,5.53,0.833,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,18,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AHYA,1,wild,0.213,420,11_AHYA_1,29,44,8.8392,13.4112,249.47
2,IMG_4713.jpg,3.657,0.517,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,16,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AHYA,2,wild,0.029,420,11_AHYA_2,29,44,8.8392,13.4112,251.343
3,IMG_4713.jpg,6.374,0.797,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,17,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AABR,1,wild,0.085,420,11_AABR_1,29,44,8.8392,13.4112,248.626
4,IMG_4713.jpg,4.79,0.64,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,21,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AABR,2,wild,0.14,420,11_AABR_2,29,44,8.8392,13.4112,250.21
5,IMG_4713.jpg,6.885,0.747,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,10,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,1,wild,0.069,420,11_ICRA_1,29,44,8.8392,13.4112,248.115
6,IMG_4713.jpg,6.805,0.61,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,20,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,2,wild,0.102,420,11_ICRA_2,29,44,8.8392,13.4112,248.195
7,IMG_4713.jpg,7.031,0.878,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,19,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,3,wild,0.247,420,11_ICRA_3,29,44,8.8392,13.4112,247.969
8,IMG_4713.jpg,7.264,0.602,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,29,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,4,wild,0.104,420,11_ICRA_4,29,44,8.8392,13.4112,247.736
9,IMG_4713.jpg,6.803,1.219,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,26,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,5,wild,0.012,420,11_ICRA_5,29,44,8.8392,13.4112,248.197
10,IMG_4713.jpg,7.001,0.63,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,4,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,6,wild,0.046,420,11_ICRA_6,29,44,8.8392,13.4112,247.999
11,IMG_4713.jpg,6.676,0.959,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,28,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,7,wild,0,420,11_ICRA_7,29,44,8.8392,13.4112,248.324
12,IMG_4713.jpg,5.668,0.426,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,27,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,8,wild,0.01,420,11_ICRA_8,29,44,8.8392,13.4112,249.332
13,IMG_4713.jpg,4.99,0.917,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,23,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,1,wild,0.058,420,11_AGLO_1,29,44,8.8392,13.4112,250.01
14,IMG_4713.jpg,4.394,0.749,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,24,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,2,wild,0.161,420,11_AGLO_2,29,44,8.8392,13.4112,250.606
15,IMG_4713.jpg,5.246,0.928,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,11,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,3,wild,0.027,420,11_AGLO_3,29,44,8.8392,13.4112,249.754
16,IMG_4713.jpg,5.897,0.672,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,12,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,4,wild,0.145,420,11_AGLO_4,29,44,8.8392,13.4112,249.103
17,IMG_4713.jpg,5.666,0.567,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,13,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,5,wild,0.025,420,11_AGLO_5,29,44,8.8392,13.4112,249.334
18,IMG_4713.jpg,5.556,1.051,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,33,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,6,wild,0.19,420,11_AGLO_6,29,44,8.8392,13.4112,249.444
19,IMG_4713.jpg,5.476,0.939,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,14,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,7,wild,0.186,420,11_AGLO_7,29,44,8.8392,13.4112,249.524
20,IMG_4713.jpg,5.762,0.878,02.10.2026_ESA-TUT-011_AFTER,20260210,11,6-brown,39,32,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,8,wild,0.123,420,11_AGLO_8,29,44,8.8392,13.4112,249.238
1,IMG_4714.jpg,7.469,0.713,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,18,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AHYA,1,wild,0.675,420,11_AHYA_1,29,44,8.8392,13.4112,247.531
2,IMG_4714.jpg,4.816,0.582,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,16,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AHYA,2,wild,0.628,420,11_AHYA_2,29,44,8.8392,13.4112,250.184
3,IMG_4714.jpg,7.291,0.336,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,17,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AABR,1,wild,0.657,420,11_AABR_1,29,44,8.8392,13.4112,247.709
4,IMG_4714.jpg,5.949,0.715,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,21,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AABR,2,wild,0.643,420,11_AABR_2,29,44,8.8392,13.4112,249.051
5,IMG_4714.jpg,6.501,0.84,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,10,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,1,wild,0.643,420,11_ICRA_1,29,44,8.8392,13.4112,248.499
6,IMG_4714.jpg,6.238,0.763,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,20,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,2,wild,0.622,420,11_ICRA_2,29,44,8.8392,13.4112,248.762
7,IMG_4714.jpg,7.383,0.734,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,19,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,3,wild,0.636,420,11_ICRA_3,29,44,8.8392,13.4112,247.617
8,IMG_4714.jpg,5.936,0.466,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,29,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,4,wild,0.615,420,11_ICRA_4,29,44,8.8392,13.4112,249.064
9,IMG_4714.jpg,6.959,0.48,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,26,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,5,wild,0.661,420,11_ICRA_5,29,44,8.8392,13.4112,248.041
10,IMG_4714.jpg,6.815,0.386,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,4,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,6,wild,0.637,420,11_ICRA_6,29,44,8.8392,13.4112,248.185
11,IMG_4714.jpg,7.11,0.583,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,28,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,7,wild,0.601,420,11_ICRA_7,29,44,8.8392,13.4112,247.89
12,IMG_4714.jpg,7.231,0.647,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,27,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,8,wild,0.663,420,11_ICRA_8,29,44,8.8392,13.4112,247.769
13,IMG_4714.jpg,6.113,0.386,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,23,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,1,wild,0.684,420,11_AGLO_1,29,44,8.8392,13.4112,248.887
14,IMG_4714.jpg,6.045,0.426,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,24,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,2,wild,0.656,420,11_AGLO_2,29,44,8.8392,13.4112,248.955
15,IMG_4714.jpg,6.252,0.565,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,11,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,3,wild,0.669,420,11_AGLO_3,29,44,8.8392,13.4112,248.748
16,IMG_4714.jpg,6.37,0.631,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,12,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,4,wild,0.666,420,11_AGLO_4,29,44,8.8392,13.4112,248.63
17,IMG_4714.jpg,6.273,0.495,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,13,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,5,wild,0.653,420,11_AGLO_5,29,44,8.8392,13.4112,248.727
18,IMG_4714.jpg,6.116,0.419,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,33,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,6,wild,0.659,420,11_AGLO_6,29,44,8.8392,13.4112,248.88400000000001
19,IMG_4714.jpg,6.922,0.275,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,14,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,7,wild,0.682,420,11_AGLO_7,29,44,8.8392,13.4112,248.078
20,IMG_4714.jpg,6.954,0.377,02.10.2026_ESA-TUT-011_AFTER,20260210,11,7-grey,32,32,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,8,wild,0.683,420,11_AGLO_8,29,44,8.8392,13.4112,248.046
1,IMG_4715.jpg,7.168,0.524,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,18,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AHYA,1,wild,0.555,420,11_AHYA_1,29,44,8.8392,13.4112,247.832
2,IMG_4715.jpg,5.026,0.485,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,16,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AHYA,2,wild,0.46,420,11_AHYA_2,29,44,8.8392,13.4112,249.974
3,IMG_4715.jpg,6.1,0.893,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,17,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AABR,1,wild,0.636,420,11_AABR_1,29,44,8.8392,13.4112,248.9
4,IMG_4715.jpg,4.226,0.692,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,21,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AABR,2,wild,0.649,420,11_AABR_2,29,44,8.8392,13.4112,250.774
5,IMG_4715.jpg,6.694,0.868,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,10,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,1,wild,0.475,420,11_ICRA_1,29,44,8.8392,13.4112,248.306
6,IMG_4715.jpg,6.343,0.919,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,20,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,2,wild,0.441,420,11_ICRA_2,29,44,8.8392,13.4112,248.657
7,IMG_4715.jpg,7.091,0.649,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,19,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,3,wild,0.594,420,11_ICRA_3,29,44,8.8392,13.4112,247.909
8,IMG_4715.jpg,6.401,0.813,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,29,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,4,wild,0.588,420,11_ICRA_4,29,44,8.8392,13.4112,248.599
9,IMG_4715.jpg,7.078,0.577,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,26,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,5,wild,0.468,420,11_ICRA_5,29,44,8.8392,13.4112,247.922
10,IMG_4715.jpg,6.869,0.626,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,4,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,6,wild,0.517,420,11_ICRA_6,29,44,8.8392,13.4112,248.131
11,IMG_4715.jpg,6.346,0.57,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,28,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,7,wild,0.56,420,11_ICRA_7,29,44,8.8392,13.4112,248.654
12,IMG_4715.jpg,3.818,0.917,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,27,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,ICRA,8,wild,0.582,420,11_ICRA_8,29,44,8.8392,13.4112,251.182
13,IMG_4715.jpg,5.475,0.537,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,23,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,1,wild,0.579,420,11_AGLO_1,29,44,8.8392,13.4112,249.525
14,IMG_4715.jpg,5.704,0.615,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,24,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,2,wild,0.621,420,11_AGLO_2,29,44,8.8392,13.4112,249.296
15,IMG_4715.jpg,5.45,0.565,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,11,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,3,wild,0.619,420,11_AGLO_3,29,44,8.8392,13.4112,249.55
16,IMG_4715.jpg,4.692,0.583,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,12,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,4,wild,0.617,420,11_AGLO_4,29,44,8.8392,13.4112,250.308
17,IMG_4715.jpg,4.56,0.852,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,13,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,5,wild,0.639,420,11_AGLO_5,29,44,8.8392,13.4112,250.44
18,IMG_4715.jpg,5.387,0.901,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,33,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,6,wild,0.659,420,11_AGLO_6,29,44,8.8392,13.4112,249.613
19,IMG_4715.jpg,5.906,0.766,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,14,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,7,wild,0.654,420,11_AGLO_7,29,44,8.8392,13.4112,249.094
20,IMG_4715.jpg,5.48,0.817,02.10.2026_ESA-TUT-011_AFTER,20260210,11,8-purple,36,32,ESA,TUT,ESA_TUT_11,-14.33699,-170.71101,AGLO,8,wild,0.656,420,11_AGLO_8,29,44,8.8392,13.4112,249.52
1,IMG_4753.jpg,5.884,0.729,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,26,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,1,wild,0.636,420,7_AABR_1,29,40,8.8392,12.192,249.11599999999999
2,IMG_4753.jpg,6.674,0.638,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,27,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,2,wild,0.644,420,7_AABR_2,29,40,8.8392,12.192,248.326
3,IMG_4753.jpg,7.407,0.696,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,28,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,3,wild,0.65,420,7_AABR_3,29,40,8.8392,12.192,247.593
4,IMG_4753.jpg,6.899,0.508,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,2,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,4,wild,0.657,420,7_AABR_4,29,40,8.8392,12.192,248.101
5,IMG_4753.jpg,7.243,0.461,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,32,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AHYA,1,wild,0.649,420,7_AHYA_1,29,40,8.8392,12.192,247.757
6,IMG_4753.jpg,7.266,0.626,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,16,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,5,wild,0.638,420,7_AABR_5,29,40,8.8392,12.192,247.734
7,IMG_4753.jpg,6.071,0.709,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,1,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,6,wild,0.662,420,7_AABR_6,29,40,8.8392,12.192,248.929
8,IMG_4753.jpg,7.095,0.826,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,33,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,1,wild,0.65,420,7_AGLO_1,29,40,8.8392,12.192,247.905
9,IMG_4753.jpg,6.538,0.336,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,29,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,2,wild,0.65,420,7_AGLO_2,29,40,8.8392,12.192,248.462
10,IMG_4753.jpg,7.037,0.721,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,22,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,3,wild,0.64,420,7_AGLO_3,29,40,8.8392,12.192,247.963
11,IMG_4753.jpg,6.44,0.72,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,34,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,4,wild,0.641,420,7_AGLO_4,29,40,8.8392,12.192,248.56
12,IMG_4753.jpg,6.931,0.809,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,35,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,5,wild,0.665,420,7_AGLO_5,29,40,8.8392,12.192,248.069
13,IMG_4753.jpg,4.928,0.406,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,3,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,6,wild,0.634,420,7_AGLO_6,29,40,8.8392,12.192,250.072
14,IMG_4753.jpg,7.206,0.48,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,31,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,7,wild,0.672,420,7_AGLO_7,29,40,8.8392,12.192,247.794
15,IMG_4753.jpg,7.013,0.759,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,30,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,8,wild,0.665,420,7_AGLO_8,29,40,8.8392,12.192,247.987
16,IMG_4753.jpg,6.363,0.531,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,21,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,9,wild,0.638,420,7_AGLO_9,29,40,8.8392,12.192,248.637
17,IMG_4753.jpg,7.002,0.531,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,5,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,10,wild,0.657,420,7_AGLO_10,29,40,8.8392,12.192,247.998
18,IMG_4753.jpg,6.439,0.425,02.13.2026_ESA-TUT-007_AFTER,20260213,7,3-red,29,23,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,11,wild,0.654,420,7_AGLO_11,29,40,8.8392,12.192,248.561
1,IMG_4755.jpg,5.512,0.928,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,26,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,1,wild,0.104,420,7_AABR_1,29,40,8.8392,12.192,249.488
2,IMG_4755.jpg,6.624,0.962,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,27,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,2,wild,0.105,420,7_AABR_2,29,40,8.8392,12.192,248.376
3,IMG_4755.jpg,6.804,1.148,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,28,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,3,wild,0.151,420,7_AABR_3,29,40,8.8392,12.192,248.196
4,IMG_4755.jpg,7.082,0.937,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,2,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,4,wild,0.13,420,7_AABR_4,29,40,8.8392,12.192,247.918
5,IMG_4755.jpg,5.276,0.642,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,32,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AHYA,1,wild,0.042,420,7_AHYA_1,29,40,8.8392,12.192,249.724
6,IMG_4755.jpg,5.671,0.755,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,16,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,5,wild,0.058,420,7_AABR_5,29,40,8.8392,12.192,249.329
7,IMG_4755.jpg,3.212,0.532,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,1,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,6,wild,0.048,420,7_AABR_6,29,40,8.8392,12.192,251.788
8,IMG_4755.jpg,6.037,0.921,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,33,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,1,wild,0.063,420,7_AGLO_1,29,40,8.8392,12.192,248.963
9,IMG_4755.jpg,6.011,1.028,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,29,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,2,wild,0.063,420,7_AGLO_2,29,40,8.8392,12.192,248.989
10,IMG_4755.jpg,5.364,1.081,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,22,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,3,wild,0.106,420,7_AGLO_3,29,40,8.8392,12.192,249.636
11,IMG_4755.jpg,5.712,0.819,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,34,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,4,wild,0.013,420,7_AGLO_4,29,40,8.8392,12.192,249.288
12,IMG_4755.jpg,6.458,0.918,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,35,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,5,wild,0.014,420,7_AGLO_5,29,40,8.8392,12.192,248.542
13,IMG_4755.jpg,3.775,0.635,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,3,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,6,wild,0.098,420,7_AGLO_6,29,40,8.8392,12.192,251.225
14,IMG_4755.jpg,3.242,0.744,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,31,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,7,wild,0.131,420,7_AGLO_7,29,40,8.8392,12.192,251.758
15,IMG_4755.jpg,4.961,0.883,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,30,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,8,wild,0.074,420,7_AGLO_8,29,40,8.8392,12.192,250.039
16,IMG_4755.jpg,4.921,0.942,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,21,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,9,wild,0.026,420,7_AGLO_9,29,40,8.8392,12.192,250.079
17,IMG_4755.jpg,3.753,0.584,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,5,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,10,wild,0.096,420,7_AGLO_10,29,40,8.8392,12.192,251.247
18,IMG_4755.jpg,4.801,0.797,02.13.2026_ESA-TUT-007_AFTER,20260213,7,4-yellow,39,23,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AGLO,11,wild,0.119,420,7_AGLO_11,29,40,8.8392,12.192,250.199
1,IMG_4758.jpg,5.365,0.609,02.13.2026_ESA-TUT-007_AFTER,20260213,7,5-orange,35,26,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,1,wild,0.593,420,7_AABR_1,29,40,8.8392,12.192,249.635
2,IMG_4758.jpg,6.149,0.553,02.13.2026_ESA-TUT-007_AFTER,20260213,7,5-orange,35,27,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,2,wild,0.616,420,7_AABR_2,29,40,8.8392,12.192,248.851
3,IMG_4758.jpg,7.866,0.796,02.13.2026_ESA-TUT-007_AFTER,20260213,7,5-orange,35,28,ESA,TUT,ESA_TUT_7,-14.24378,-170.66918,AABR,3,wild,0.657,420,7_AABR_3,29,40,8.8392,12.192,247.13400000000001
