cookie,Image,Color_mean,Color_SD,Folder,Date,Site,Tank_color,Temperature,Bag_number,Project,Country,SITE,Latitude,Longitude,Species,Genotype,Condition,Pam_value,Timepoint,SampleID_clean,MINIMUM_DEPTH_FEET,MAXIMUM_DEPTH_FEET,MINIMUM_DEPTH_METERS,MAXIMUM_DEPTH_METERS,Color_mean_inverted
8,IMG_4937.jpg,8.222,0.948,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,22,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,4,wild,0.63,420,10_AGLO_4,29,41,8.8392,12.4968,246.778
9,IMG_4937.jpg,6.564,0.634,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,21,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,5,wild,0.627,420,10_AGLO_5,29,41,8.8392,12.4968,248.436
10,IMG_4937.jpg,7.776,0.885,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,13,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,6,wild,0.64,420,10_AGLO_6,29,41,8.8392,12.4968,247.224
11,IMG_4937.jpg,7.71,0.801,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,6,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,1,wild,0.56,420,10_ICRA_1,29,41,8.8392,12.4968,247.29
12,IMG_4937.jpg,8.215,0.475,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,36,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,2,wild,0.561,420,10_ICRA_2,29,41,8.8392,12.4968,246.785
13,IMG_4937.jpg,8.452,0.523,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,23,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,3,wild,0.545,420,10_ICRA_3,29,41,8.8392,12.4968,246.548
14,IMG_4937.jpg,8.511,1.055,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,2,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,4,wild,0.512,420,10_ICRA_4,29,41,8.8392,12.4968,246.489
15,IMG_4937.jpg,7.06,0.98,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,3,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,5,wild,0.57,420,10_ICRA_5,29,41,8.8392,12.4968,247.94
16,IMG_4937.jpg,8.192,0.938,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,38,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,6,wild,0.584,420,10_ICRA_6,29,41,8.8392,12.4968,246.808
17,IMG_4937.jpg,9.043,0.904,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,5,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,7,wild,0.59,420,10_ICRA_7,29,41,8.8392,12.4968,245.957
18,IMG_4937.jpg,8.255,0.708,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,37,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,8,wild,0.583,420,10_ICRA_8,29,41,8.8392,12.4968,246.745
19,IMG_4937.jpg,8.478,0.588,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,39,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,9,wild,0.58,420,10_ICRA_9,29,41,8.8392,12.4968,246.522
20,IMG_4937.jpg,8.053,1.111,02.17.2026_ESA-TUT-010_AFTER,20260217,10,1-green,35,24,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,10,wild,0.599,420,10_ICRA_10,29,41,8.8392,12.4968,246.947
1,IMG_4938.jpg,7.643,0.882,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,35,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,1,wild,0.625,420,10_AHYA_1,29,41,8.8392,12.4968,247.357
2,IMG_4938.jpg,5.675,1.696,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,33,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,2,wild,0.619,420,10_AHYA_2,29,41,8.8392,12.4968,249.325
3,IMG_4938.jpg,6.387,0.926,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,31,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,1,wild,0.575,420,10_AABR_1,29,41,8.8392,12.4968,248.613
4,IMG_4938.jpg,6.821,1.253,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,32,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,2,wild,0.59,420,10_AABR_2,29,41,8.8392,12.4968,248.179
5,IMG_4938.jpg,7.341,1.177,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,11,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,1,wild,0.601,420,10_AGLO_1,29,41,8.8392,12.4968,247.659
6,IMG_4938.jpg,4.848,1.312,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,12,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,2,wild,0.606,420,10_AGLO_2,29,41,8.8392,12.4968,250.152
7,IMG_4938.jpg,7.393,0.894,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,14,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,3,wild,0.586,420,10_AGLO_3,29,41,8.8392,12.4968,247.607
8,IMG_4938.jpg,6.742,1.306,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,22,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,4,wild,0.643,420,10_AGLO_4,29,41,8.8392,12.4968,248.258
9,IMG_4938.jpg,7.861,1.154,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,21,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,5,wild,0.524,420,10_AGLO_5,29,41,8.8392,12.4968,247.139
10,IMG_4938.jpg,5.447,1.25,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,13,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,6,wild,0.56,420,10_AGLO_6,29,41,8.8392,12.4968,249.553
11,IMG_4938.jpg,7.722,0.502,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,6,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,1,wild,0.528,420,10_ICRA_1,29,41,8.8392,12.4968,247.278
12,IMG_4938.jpg,5.93,0.923,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,36,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,2,wild,0.507,420,10_ICRA_2,29,41,8.8392,12.4968,249.07
13,IMG_4938.jpg,8.679,0.908,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,23,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,3,wild,0.508,420,10_ICRA_3,29,41,8.8392,12.4968,246.321
14,IMG_4938.jpg,7.896,0.929,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,2,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,4,wild,0.501,420,10_ICRA_4,29,41,8.8392,12.4968,247.104
15,IMG_4938.jpg,7.335,1.281,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,3,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,5,wild,0.526,420,10_ICRA_5,29,41,8.8392,12.4968,247.665
16,IMG_4938.jpg,8.312,1.103,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,38,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,6,wild,0.493,420,10_ICRA_6,29,41,8.8392,12.4968,246.688
17,IMG_4938.jpg,7.691,1.021,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,5,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,7,wild,0.612,420,10_ICRA_7,29,41,8.8392,12.4968,247.309
18,IMG_4938.jpg,8.11,0.814,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,37,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,8,wild,0.56,420,10_ICRA_8,29,41,8.8392,12.4968,246.89
19,IMG_4938.jpg,8.006,0.802,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,39,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,9,wild,0.547,420,10_ICRA_9,29,41,8.8392,12.4968,246.994
20,IMG_4938.jpg,7.702,0.752,02.17.2026_ESA-TUT-010_AFTER,20260217,10,2-blue,36,24,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,10,wild,0.566,420,10_ICRA_10,29,41,8.8392,12.4968,247.298
1,IMG_4939.jpg,6.843,1.061,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,35,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,1,wild,0.477,420,10_AHYA_1,29,41,8.8392,12.4968,248.157
2,IMG_4939.jpg,5.386,0.851,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,33,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,2,wild,0.439,420,10_AHYA_2,29,41,8.8392,12.4968,249.614
3,IMG_4939.jpg,3.577,0.888,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,31,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,1,wild,0.312,420,10_AABR_1,29,41,8.8392,12.4968,251.423
4,IMG_4939.jpg,3.993,1.084,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,32,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,2,wild,0.252,420,10_AABR_2,29,41,8.8392,12.4968,251.007
5,IMG_4939.jpg,7.624,0.916,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,11,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,1,wild,0.403,420,10_AGLO_1,29,41,8.8392,12.4968,247.376
6,IMG_4939.jpg,5.943,0.908,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,12,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,2,wild,0.371,420,10_AGLO_2,29,41,8.8392,12.4968,249.057
7,IMG_4939.jpg,5.869,0.913,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,14,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,3,wild,0.293,420,10_AGLO_3,29,41,8.8392,12.4968,249.131
8,IMG_4939.jpg,6.655,1.334,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,22,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,4,wild,0.318,420,10_AGLO_4,29,41,8.8392,12.4968,248.345
9,IMG_4939.jpg,7.08,1.3,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,21,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,5,wild,0.483,420,10_AGLO_5,29,41,8.8392,12.4968,247.92
10,IMG_4939.jpg,6.908,1.373,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,13,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,6,wild,0.349,420,10_AGLO_6,29,41,8.8392,12.4968,248.092
11,IMG_4939.jpg,7.335,0.767,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,6,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,1,wild,0.308,420,10_ICRA_1,29,41,8.8392,12.4968,247.665
12,IMG_4939.jpg,6.902,0.744,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,36,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,2,wild,0.269,420,10_ICRA_2,29,41,8.8392,12.4968,248.098
13,IMG_4939.jpg,8.629,1.11,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,23,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,3,wild,0.264,420,10_ICRA_3,29,41,8.8392,12.4968,246.371
14,IMG_4939.jpg,7.567,0.992,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,2,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,4,wild,0.334,420,10_ICRA_4,29,41,8.8392,12.4968,247.433
15,IMG_4939.jpg,7.815,0.927,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,3,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,5,wild,0.394,420,10_ICRA_5,29,41,8.8392,12.4968,247.185
16,IMG_4939.jpg,8.155,1.696,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,38,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,6,wild,0.403,420,10_ICRA_6,29,41,8.8392,12.4968,246.845
17,IMG_4939.jpg,8.415,0.553,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,5,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,7,wild,0.389,420,10_ICRA_7,29,41,8.8392,12.4968,246.585
18,IMG_4939.jpg,8.055,1.187,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,37,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,8,wild,0.349,420,10_ICRA_8,29,41,8.8392,12.4968,246.945
19,IMG_4939.jpg,8.717,0.611,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,39,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,9,wild,0.374,420,10_ICRA_9,29,41,8.8392,12.4968,246.283
20,IMG_4939.jpg,8,1.067,02.17.2026_ESA-TUT-010_AFTER,20260217,10,3-red,37.5,24,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,10,wild,0.409,420,10_ICRA_10,29,41,8.8392,12.4968,247
1,IMG_4942.jpg,5.88,0.977,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,35,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,1,wild,0.46,420,10_AHYA_1,29,41,8.8392,12.4968,249.12
2,IMG_4942.jpg,6.156,0.951,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,33,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,2,wild,0.36,420,10_AHYA_2,29,41,8.8392,12.4968,248.844
3,IMG_4942.jpg,2.102,0.641,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,31,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,1,wild,0.248,420,10_AABR_1,29,41,8.8392,12.4968,252.898
4,IMG_4942.jpg,2.515,0.9,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,32,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,2,wild,0.231,420,10_AABR_2,29,41,8.8392,12.4968,252.485
5,IMG_4942.jpg,4.607,1.248,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,11,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,1,wild,0.342,420,10_AGLO_1,29,41,8.8392,12.4968,250.393
6,IMG_4942.jpg,5.669,1.107,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,12,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,2,wild,0.374,420,10_AGLO_2,29,41,8.8392,12.4968,249.331
7,IMG_4942.jpg,7.437,0.957,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,14,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,3,wild,0.343,420,10_AGLO_3,29,41,8.8392,12.4968,247.563
8,IMG_4942.jpg,5.477,1.389,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,22,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,4,wild,0.348,420,10_AGLO_4,29,41,8.8392,12.4968,249.523
9,IMG_4942.jpg,6.785,1.077,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,21,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,5,wild,0.389,420,10_AGLO_5,29,41,8.8392,12.4968,248.215
10,IMG_4942.jpg,5.744,1.582,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,13,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,6,wild,0.294,420,10_AGLO_6,29,41,8.8392,12.4968,249.256
11,IMG_4942.jpg,6.783,0.977,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,6,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,1,wild,0.294,420,10_ICRA_1,29,41,8.8392,12.4968,248.217
12,IMG_4942.jpg,7.533,0.885,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,36,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,2,wild,0.298,420,10_ICRA_2,29,41,8.8392,12.4968,247.467
13,IMG_4942.jpg,8.25,1.367,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,23,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,3,wild,0.316,420,10_ICRA_3,29,41,8.8392,12.4968,246.75
14,IMG_4942.jpg,8.261,0.928,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,2,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,4,wild,0.273,420,10_ICRA_4,29,41,8.8392,12.4968,246.739
15,IMG_4942.jpg,7.772,1.286,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,3,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,5,wild,0.252,420,10_ICRA_5,29,41,8.8392,12.4968,247.228
16,IMG_4942.jpg,8.403,1.038,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,38,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,6,wild,0.373,420,10_ICRA_6,29,41,8.8392,12.4968,246.597
17,IMG_4942.jpg,8.279,1.117,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,5,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,7,wild,0.394,420,10_ICRA_7,29,41,8.8392,12.4968,246.721
18,IMG_4942.jpg,7.999,1.339,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,37,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,8,wild,0.379,420,10_ICRA_8,29,41,8.8392,12.4968,247.001
19,IMG_4942.jpg,8.02,0.957,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,39,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,9,wild,0.287,420,10_ICRA_9,29,41,8.8392,12.4968,246.98
20,IMG_4942.jpg,8.525,1.423,02.17.2026_ESA-TUT-010_AFTER,20260217,10,4-yellow,38,24,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,10,wild,0.268,420,10_ICRA_10,29,41,8.8392,12.4968,246.475
1,IMG_4943.jpg,7.459,1.048,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,35,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,1,wild,0.398,420,10_AHYA_1,29,41,8.8392,12.4968,247.541
2,IMG_4943.jpg,NA,NA,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,33,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,2,wild,0.412,420,10_AHYA_2,29,41,8.8392,12.4968,NA
3,IMG_4943.jpg,4.285,1.031,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,31,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,1,wild,0.263,420,10_AABR_1,29,41,8.8392,12.4968,250.715
4,IMG_4943.jpg,2.786,0.895,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,32,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,2,wild,0.143,420,10_AABR_2,29,41,8.8392,12.4968,252.214
5,IMG_4943.jpg,7.699,0.978,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,11,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,1,wild,0.302,420,10_AGLO_1,29,41,8.8392,12.4968,247.301
6,IMG_4943.jpg,6.109,1.254,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,12,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,2,wild,0.333,420,10_AGLO_2,29,41,8.8392,12.4968,248.891
7,IMG_4943.jpg,7.555,0.968,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,14,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,3,wild,0.351,420,10_AGLO_3,29,41,8.8392,12.4968,247.445
8,IMG_4943.jpg,6.066,1.034,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,22,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,4,wild,0.275,420,10_AGLO_4,29,41,8.8392,12.4968,248.934
9,IMG_4943.jpg,6.963,0.792,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,21,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,5,wild,0.319,420,10_AGLO_5,29,41,8.8392,12.4968,248.037
10,IMG_4943.jpg,6.259,1.222,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,13,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,6,wild,0.178,420,10_AGLO_6,29,41,8.8392,12.4968,248.74099999999999
11,IMG_4943.jpg,7.884,0.671,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,6,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,1,wild,0.226,420,10_ICRA_1,29,41,8.8392,12.4968,247.11599999999999
12,IMG_4943.jpg,7.596,1.054,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,36,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,2,wild,0.287,420,10_ICRA_2,29,41,8.8392,12.4968,247.404
13,IMG_4943.jpg,8.605,0.896,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,23,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,3,wild,0.243,420,10_ICRA_3,29,41,8.8392,12.4968,246.395
14,IMG_4943.jpg,9.235,0.526,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,2,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,4,wild,0.269,420,10_ICRA_4,29,41,8.8392,12.4968,245.765
15,IMG_4943.jpg,8.196,0.535,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,3,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,5,wild,0.181,420,10_ICRA_5,29,41,8.8392,12.4968,246.804
16,IMG_4943.jpg,8.566,1.326,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,38,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,6,wild,0.331,420,10_ICRA_6,29,41,8.8392,12.4968,246.434
17,IMG_4943.jpg,9.138,1.023,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,5,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,7,wild,0.324,420,10_ICRA_7,29,41,8.8392,12.4968,245.862
18,IMG_4943.jpg,7.775,0.954,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,37,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,8,wild,0.272,420,10_ICRA_8,29,41,8.8392,12.4968,247.225
19,IMG_4943.jpg,8.903,1.061,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,39,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,9,wild,0.272,420,10_ICRA_9,29,41,8.8392,12.4968,246.097
20,IMG_4943.jpg,8.815,0.523,02.17.2026_ESA-TUT-010_AFTER,20260217,10,6-brown,38.5,24,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,10,wild,0.338,420,10_ICRA_10,29,41,8.8392,12.4968,246.185
1,IMG_4945.jpg,5.674,1.709,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,35,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,1,wild,0.298,420,10_AHYA_1,29,41,8.8392,12.4968,249.326
2,IMG_4945.jpg,5.375,1.55,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,33,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AHYA,2,wild,0.293,420,10_AHYA_2,29,41,8.8392,12.4968,249.625
3,IMG_4945.jpg,4.615,1.382,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,31,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,1,wild,0.168,420,10_AABR_1,29,41,8.8392,12.4968,250.385
4,IMG_4945.jpg,4.361,1.342,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,32,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AABR,2,wild,0.054,420,10_AABR_2,29,41,8.8392,12.4968,250.639
5,IMG_4945.jpg,4.905,1.014,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,11,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,1,wild,0.137,420,10_AGLO_1,29,41,8.8392,12.4968,250.095
6,IMG_4945.jpg,4.545,0.828,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,12,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,2,wild,0.249,420,10_AGLO_2,29,41,8.8392,12.4968,250.455
7,IMG_4945.jpg,6.812,0.861,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,14,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,3,wild,0.24,420,10_AGLO_3,29,41,8.8392,12.4968,248.188
8,IMG_4945.jpg,3.417,0.644,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,22,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,4,wild,0.15,420,10_AGLO_4,29,41,8.8392,12.4968,251.583
9,IMG_4945.jpg,5.979,0.836,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,21,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,5,wild,0.162,420,10_AGLO_5,29,41,8.8392,12.4968,249.021
10,IMG_4945.jpg,4.867,1.111,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,13,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,AGLO,6,wild,0.227,420,10_AGLO_6,29,41,8.8392,12.4968,250.133
11,IMG_4945.jpg,7.939,1.182,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,6,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,1,wild,0.2,420,10_ICRA_1,29,41,8.8392,12.4968,247.061
12,IMG_4945.jpg,6.754,1.445,02.17.2026_ESA-TUT-010_AFTER,20260217,10,7-grey,39,36,ESA,TUT,ESA_TUT_10,-14.27898,-170.5863,ICRA,2,wild,0.138,420,10_ICRA_2,29,41,8.8392,12.4968,248.246
