"","cookie","Image","Color_mean","Color_SD","Folder","Date","Site","Tank_color","Temperature","Bag_number","Project","Country","SITE","Latitude","Longitude","Species","Genotype","Condition","Pam_value","Timepoint","SampleID_clean","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Mean_inverted","Rel_Temperature","X","site","species","genotype","K_2","K_3","K_4","K_5","K_6","K_7","K_8","K_9","K_10","K_11","K_12","K_13","K_14","K_15","ED50"
"1078",13,"IMG_5101.jpg",8.029,0.717,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,41,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",9,"wild",0.618,420,"5_ICRA_9",31,39,9.4488,11.8872,1.971,0,129,5,"icra",9,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.99
"1079",14,"IMG_5101.jpg",8.059,0.885,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,44,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",10,"wild",0.597,420,"5_ICRA_10",31,39,9.4488,11.8872,1.941,0,115,5,"icra",10,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.06
"1080",15,"IMG_5101.jpg",8.029,0.963,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,17,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",11,"wild",0.606,420,"5_ICRA_11",31,39,9.4488,11.8872,1.971,0,116,5,"icra",11,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.62
"1081",16,"IMG_5101.jpg",7.931,0.826,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,36,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",12,"wild",0.597,420,"5_ICRA_12",31,39,9.4488,11.8872,2.069,0,117,5,"icra",12,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.97
"1082",17,"IMG_5101.jpg",8.406,0.803,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,37,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",13,"wild",0.632,420,"5_ICRA_13",31,39,9.4488,11.8872,1.594,0,118,5,"icra",13,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.58
"1083",18,"IMG_5101.jpg",7.875,0.785,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,42,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",14,"wild",0.61,420,"5_ICRA_14",31,39,9.4488,11.8872,2.125,0,119,5,"icra",14,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.53
"1084",19,"IMG_5101.jpg",7.863,0.808,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,43,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",15,"wild",0.632,420,"5_ICRA_15",31,39,9.4488,11.8872,2.137,0,120,5,"icra",15,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.14
"1085",20,"IMG_5101.jpg",8.119,0.948,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,39,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",16,"wild",0.61,420,"5_ICRA_16",31,39,9.4488,11.8872,1.881,0,121,5,"icra",16,2,"2",3,4,4,5,6,7,10,11,12,13,14,14,38.25
"1086",1,"IMG_5103.jpg",6.556,0.497,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,26,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",1,"wild",0.605,420,"5_AHYA_1",31,39,9.4488,11.8872,3.444,6,112,5,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.7
"1087",2,"IMG_5103.jpg",7.395,0.821,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,35,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",2,"wild",0.634,420,"5_AHYA_2",31,39,9.4488,11.8872,2.605,6,113,5,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.92
"1088",3,"IMG_5103.jpg",6.616,0.726,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,34,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",1,"wild",0.627,420,"5_AABR_1",31,39,9.4488,11.8872,3.384,6,108,5,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.5
"1089",4,"IMG_5103.jpg",5.998,0.895,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,33,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",2,"wild",0.65,420,"5_AABR_2",31,39,9.4488,11.8872,4.002,6,109,5,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.47
"1090",5,"IMG_5103.jpg",8.492,0.739,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,23,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",1,"wild",0.557,420,"5_ICRA_1",31,39,9.4488,11.8872,1.508,6,114,5,"icra",1,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.36
"1091",6,"IMG_5103.jpg",7.073,0.967,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,16,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",2,"wild",0.557,420,"5_ICRA_2",31,39,9.4488,11.8872,2.927,6,122,5,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.78
"1092",7,"IMG_5103.jpg",8.144,1.218,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,24,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",3,"wild",0.609,420,"5_ICRA_3",31,39,9.4488,11.8872,1.856,6,123,5,"icra",3,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.38
"1093",8,"IMG_5103.jpg",7.834,0.774,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,22,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",4,"wild",0.628,420,"5_ICRA_4",31,39,9.4488,11.8872,2.166,6,124,5,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.05
"1094",9,"IMG_5103.jpg",8.555,0.566,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,18,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",5,"wild",0.568,420,"5_ICRA_5",31,39,9.4488,11.8872,1.445,6,125,5,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.91
"1095",10,"IMG_5103.jpg",7.462,0.726,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,19,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",6,"wild",0.568,420,"5_ICRA_6",31,39,9.4488,11.8872,2.538,6,126,5,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.89
"1096",11,"IMG_5103.jpg",7.121,0.618,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,21,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",7,"wild",0.584,420,"5_ICRA_7",31,39,9.4488,11.8872,2.879,6,127,5,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.07
"1097",12,"IMG_5103.jpg",8.175,0.634,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,38,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",8,"wild",0.669,420,"5_ICRA_8",31,39,9.4488,11.8872,1.825,6,128,5,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,37.81
"1098",13,"IMG_5103.jpg",7.551,0.591,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,41,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",9,"wild",0.592,420,"5_ICRA_9",31,39,9.4488,11.8872,2.449,6,129,5,"icra",9,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.99
"1099",14,"IMG_5103.jpg",7.971,0.997,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,44,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",10,"wild",0.575,420,"5_ICRA_10",31,39,9.4488,11.8872,2.029,6,115,5,"icra",10,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.06
"1100",15,"IMG_5103.jpg",7.578,0.868,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,17,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",11,"wild",0.612,420,"5_ICRA_11",31,39,9.4488,11.8872,2.422,6,116,5,"icra",11,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.62
"1101",16,"IMG_5103.jpg",8.056,0.634,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,36,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",12,"wild",0.616,420,"5_ICRA_12",31,39,9.4488,11.8872,1.944,6,117,5,"icra",12,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.97
"1102",17,"IMG_5103.jpg",8.17,0.529,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,37,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",13,"wild",0.584,420,"5_ICRA_13",31,39,9.4488,11.8872,1.83,6,118,5,"icra",13,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.58
"1103",18,"IMG_5103.jpg",7.787,0.734,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,42,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",14,"wild",0.636,420,"5_ICRA_14",31,39,9.4488,11.8872,2.213,6,119,5,"icra",14,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.53
"1104",19,"IMG_5103.jpg",7.289,0.859,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,43,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",15,"wild",0.615,420,"5_ICRA_15",31,39,9.4488,11.8872,2.711,6,120,5,"icra",15,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.14
"1105",20,"IMG_5103.jpg",8.19,0.948,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","7-grey",35,39,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",16,"wild",0.649,420,"5_ICRA_16",31,39,9.4488,11.8872,1.81,6,121,5,"icra",16,2,"2",3,4,4,5,6,7,10,11,12,13,14,14,38.25
"1106",1,"IMG_5104.jpg",6.872,1.16,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,26,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",1,"wild",0.555,420,"5_AHYA_1",31,39,9.4488,11.8872,3.128,7,112,5,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.7
"1107",2,"IMG_5104.jpg",7.933,0.927,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,35,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",2,"wild",0.561,420,"5_AHYA_2",31,39,9.4488,11.8872,2.067,7,113,5,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.92
"1108",3,"IMG_5104.jpg",4.776,0.814,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,34,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",1,"wild",0.567,420,"5_AABR_1",31,39,9.4488,11.8872,5.224,7,108,5,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.5
"1109",4,"IMG_5104.jpg",4.872,0.851,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,33,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",2,"wild",0.469,420,"5_AABR_2",31,39,9.4488,11.8872,5.128,7,109,5,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.47
"1110",5,"IMG_5104.jpg",7.946,1.007,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,23,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",1,"wild",0.501,420,"5_ICRA_1",31,39,9.4488,11.8872,2.054,7,114,5,"icra",1,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.36
"1111",6,"IMG_5104.jpg",7.446,0.656,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,16,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",2,"wild",0.478,420,"5_ICRA_2",31,39,9.4488,11.8872,2.554,7,122,5,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.78
"1112",7,"IMG_5104.jpg",7.358,0.903,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,24,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",3,"wild",0.546,420,"5_ICRA_3",31,39,9.4488,11.8872,2.642,7,123,5,"icra",3,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.38
"1113",8,"IMG_5104.jpg",7.552,1.069,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,22,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",4,"wild",0.564,420,"5_ICRA_4",31,39,9.4488,11.8872,2.448,7,124,5,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.05
"1114",9,"IMG_5104.jpg",7.965,1.117,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,18,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",5,"wild",0.481,420,"5_ICRA_5",31,39,9.4488,11.8872,2.035,7,125,5,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.91
"1115",10,"IMG_5104.jpg",7.49,0.861,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,19,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",6,"wild",0.492,420,"5_ICRA_6",31,39,9.4488,11.8872,2.51,7,126,5,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.89
"1116",11,"IMG_5104.jpg",7.674,0.796,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,21,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",7,"wild",0.503,420,"5_ICRA_7",31,39,9.4488,11.8872,2.326,7,127,5,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.07
"1117",12,"IMG_5104.jpg",7.746,0.875,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,38,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",8,"wild",0.57,420,"5_ICRA_8",31,39,9.4488,11.8872,2.254,7,128,5,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,37.81
"1118",13,"IMG_5104.jpg",7.767,0.779,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,41,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",9,"wild",0.528,420,"5_ICRA_9",31,39,9.4488,11.8872,2.233,7,129,5,"icra",9,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.99
"1119",14,"IMG_5104.jpg",7.51,0.771,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,44,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",10,"wild",0.536,420,"5_ICRA_10",31,39,9.4488,11.8872,2.49,7,115,5,"icra",10,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.06
"1120",15,"IMG_5104.jpg",7.759,0.715,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,17,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",11,"wild",0.493,420,"5_ICRA_11",31,39,9.4488,11.8872,2.241,7,116,5,"icra",11,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.62
"1121",16,"IMG_5104.jpg",7.452,0.838,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,36,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",12,"wild",0.575,420,"5_ICRA_12",31,39,9.4488,11.8872,2.548,7,117,5,"icra",12,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.97
"1122",17,"IMG_5104.jpg",8.155,0.946,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,37,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",13,"wild",0.588,420,"5_ICRA_13",31,39,9.4488,11.8872,1.845,7,118,5,"icra",13,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.58
"1123",18,"IMG_5104.jpg",7.681,0.97,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,42,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",14,"wild",0.574,420,"5_ICRA_14",31,39,9.4488,11.8872,2.319,7,119,5,"icra",14,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.53
"1124",19,"IMG_5104.jpg",7.452,0.855,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,43,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",15,"wild",0.586,420,"5_ICRA_15",31,39,9.4488,11.8872,2.548,7,120,5,"icra",15,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.14
"1125",20,"IMG_5104.jpg",8.181,0.816,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","5-orange",36,39,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",16,"wild",0.636,420,"5_ICRA_16",31,39,9.4488,11.8872,1.819,7,121,5,"icra",16,2,"2",3,4,4,5,6,7,10,11,12,13,14,14,38.25
"1126",1,"IMG_5105.jpg",7.064,1.64,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,26,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",1,"wild",0.343,420,"5_AHYA_1",31,39,9.4488,11.8872,2.936,8.5,112,5,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.7
"1127",2,"IMG_5105.jpg",6.974,1.265,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,35,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",2,"wild",0.435,420,"5_AHYA_2",31,39,9.4488,11.8872,3.026,8.5,113,5,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.92
"1128",3,"IMG_5105.jpg",5.487,0.998,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,34,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",1,"wild",0.356,420,"5_AABR_1",31,39,9.4488,11.8872,4.513,8.5,108,5,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.5
"1129",4,"IMG_5105.jpg",4.999,0.818,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,33,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",2,"wild",0.42,420,"5_AABR_2",31,39,9.4488,11.8872,5.001,8.5,109,5,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.47
"1130",5,"IMG_5105.jpg",8.104,0.936,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,23,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",1,"wild",0.46,420,"5_ICRA_1",31,39,9.4488,11.8872,1.896,8.5,114,5,"icra",1,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.36
"1131",6,"IMG_5105.jpg",7.437,0.867,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,16,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",2,"wild",0.362,420,"5_ICRA_2",31,39,9.4488,11.8872,2.563,8.5,122,5,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.78
"1132",7,"IMG_5105.jpg",7.771,1.037,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,24,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",3,"wild",0.474,420,"5_ICRA_3",31,39,9.4488,11.8872,2.229,8.5,123,5,"icra",3,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.38
"1133",8,"IMG_5105.jpg",8.123,1.079,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,22,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",4,"wild",0.473,420,"5_ICRA_4",31,39,9.4488,11.8872,1.877,8.5,124,5,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.05
"1134",9,"IMG_5105.jpg",7.996,0.954,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,18,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",5,"wild",0.359,420,"5_ICRA_5",31,39,9.4488,11.8872,2.004,8.5,125,5,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.91
"1135",10,"IMG_5105.jpg",8.102,0.738,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,19,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",6,"wild",0.383,420,"5_ICRA_6",31,39,9.4488,11.8872,1.898,8.5,126,5,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.89
"1136",11,"IMG_5105.jpg",8.015,0.941,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,21,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",7,"wild",0.393,420,"5_ICRA_7",31,39,9.4488,11.8872,1.985,8.5,127,5,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.07
"1137",12,"IMG_5105.jpg",8.416,0.831,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,38,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",8,"wild",0.484,420,"5_ICRA_8",31,39,9.4488,11.8872,1.584,8.5,128,5,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,37.81
"1138",13,"IMG_5105.jpg",7.997,0.875,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,41,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",9,"wild",0.424,420,"5_ICRA_9",31,39,9.4488,11.8872,2.003,8.5,129,5,"icra",9,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.99
"1139",14,"IMG_5105.jpg",7.986,1.011,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,44,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",10,"wild",0.435,420,"5_ICRA_10",31,39,9.4488,11.8872,2.014,8.5,115,5,"icra",10,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.06
"1140",15,"IMG_5105.jpg",7.617,0.975,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,17,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",11,"wild",0.399,420,"5_ICRA_11",31,39,9.4488,11.8872,2.383,8.5,116,5,"icra",11,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.62
"1141",16,"IMG_5105.jpg",8.356,0.74,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,36,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",12,"wild",0.49,420,"5_ICRA_12",31,39,9.4488,11.8872,1.644,8.5,117,5,"icra",12,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.97
"1142",17,"IMG_5105.jpg",8.246,0.878,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,37,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",13,"wild",0.533,420,"5_ICRA_13",31,39,9.4488,11.8872,1.754,8.5,118,5,"icra",13,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.58
"1143",18,"IMG_5105.jpg",8.204,0.594,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,42,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",14,"wild",0.516,420,"5_ICRA_14",31,39,9.4488,11.8872,1.796,8.5,119,5,"icra",14,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.53
"1144",19,"IMG_5105.jpg",7.887,1.063,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,43,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",15,"wild",0.487,420,"5_ICRA_15",31,39,9.4488,11.8872,2.113,8.5,120,5,"icra",15,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.14
"1145",20,"IMG_5105.jpg",8.572,0.704,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","1-green",37.5,39,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",16,"wild",0.541,420,"5_ICRA_16",31,39,9.4488,11.8872,1.428,8.5,121,5,"icra",16,2,"2",3,4,4,5,6,7,10,11,12,13,14,14,38.25
"1146",1,"IMG_5106.jpg",6.607,0.897,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","2-blue",38,26,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",1,"wild",0.274,420,"5_AHYA_1",31,39,9.4488,11.8872,3.393,9,112,5,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.7
"1147",2,"IMG_5106.jpg",7.37,0.717,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","2-blue",38,35,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",2,"wild",0.295,420,"5_AHYA_2",31,39,9.4488,11.8872,2.63,9,113,5,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.92
"1148",3,"IMG_5106.jpg",5.868,0.548,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","2-blue",38,34,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",1,"wild",0.145,420,"5_AABR_1",31,39,9.4488,11.8872,4.132,9,108,5,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.5
"1149",4,"IMG_5106.jpg",4.821,0.652,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","2-blue",38,33,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",2,"wild",0.05,420,"5_AABR_2",31,39,9.4488,11.8872,5.179,9,109,5,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.47
"1150",5,"IMG_5106.jpg",8.035,0.97,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","2-blue",38,23,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",1,"wild",0.353,420,"5_ICRA_1",31,39,9.4488,11.8872,1.965,9,114,5,"icra",1,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.36
