"","cookie","Image","Color_mean","Color_SD","Folder","Date","Site","Tank_color","Temperature","Bag_number","Project","Country","SITE","Latitude","Longitude","Species","Genotype","Condition","Pam_value","Timepoint","SampleID_clean","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Mean_inverted","Rel_Temperature","X","site","species","genotype","K_2","K_3","K_4","K_5","K_6","K_7","K_8","K_9","K_10","K_11","K_12","K_13","K_14","K_15","ED50"
"558",12,"IMG_4900.jpg",6.556,1.085,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,22,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",7,"wild",0.122,420,"9_AGLO_7",27,42,8.2296,12.8016,3.444,9.5,159,9,"aglo",7,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.48
"559",13,"IMG_4900.jpg",6.909,0.956,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,38,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",1,"wild",0.194,420,"9_ICRA_1",27,42,8.2296,12.8016,3.091,9.5,167,9,"icra",1,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.85
"560",14,"IMG_4900.jpg",6.641,1.37,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,9,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",2,"wild",0.246,420,"9_ICRA_2",27,42,8.2296,12.8016,3.359,9.5,168,9,"icra",2,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.2
"561",15,"IMG_4900.jpg",5.738,1.16,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,39,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",3,"wild",0.195,420,"9_ICRA_3",27,42,8.2296,12.8016,4.262,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",16,"IMG_4900.jpg",7.24,1.103,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,19,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",4,"wild",0.338,420,"9_ICRA_4",27,42,8.2296,12.8016,2.76,9.5,169,9,"icra",4,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.29
"563",17,"IMG_4900.jpg",7.367,1.607,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,36,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",5,"wild",0.26,420,"9_ICRA_5",27,42,8.2296,12.8016,2.633,9.5,170,9,"icra",5,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,38.4
"564",18,"IMG_4900.jpg",8.282,1.6,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,37,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",6,"wild",0.218,420,"9_ICRA_6",27,42,8.2296,12.8016,1.718,9.5,171,9,"icra",6,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,38.2
"565",19,"IMG_4900.jpg",8.077,1.195,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,17,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",8,"wild",0.514,420,"9_AGLO_8",27,42,8.2296,12.8016,1.923,9.5,160,9,"aglo",8,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.69
"566",20,"IMG_4900.jpg",2.692,1.276,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","7-grey",38.5,6,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AABR",1,"wild",0.112,420,"9_AABR_1",27,42,8.2296,12.8016,7.308,9.5,151,9,"aabr",1,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.4
"567",1,"IMG_4901.jpg",8.485,0.958,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,32,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AHYA",1,"wild",0.651,420,"9_AHYA_1",27,42,8.2296,12.8016,1.515,6,162,9,"ahya",1,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.5
"568",2,"IMG_4901.jpg",8.558,1.459,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,34,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AHYA",2,"wild",0.611,420,"9_AHYA_2",27,42,8.2296,12.8016,1.442,6,163,9,"ahya",2,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.93
"569",3,"IMG_4901.jpg",9.034,0.96,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,35,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AHYA",3,"wild",0.633,420,"9_AHYA_3",27,42,8.2296,12.8016,0.965999999999999,6,164,9,"ahya",3,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.8
"570",4,"IMG_4901.jpg",7.731,0.991,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,31,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AHYA",4,"wild",0.636,420,"9_AHYA_4",27,42,8.2296,12.8016,2.269,6,165,9,"ahya",4,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.96
"571",5,"IMG_4901.jpg",7.743,0.814,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,33,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AHYA",5,"wild",0.606,420,"9_AHYA_5",27,42,8.2296,12.8016,2.257,6,166,9,"ahya",5,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.8
"572",6,"IMG_4901.jpg",6.85,1.105,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,18,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",1,"wild",0.581,420,"9_AGLO_1",27,42,8.2296,12.8016,3.15,6,153,9,"aglo",1,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.78
"573",7,"IMG_4901.jpg",6.506,0.724,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,25,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",2,"wild",0.588,420,"9_AGLO_2",27,42,8.2296,12.8016,3.494,6,154,9,"aglo",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.94
"574",8,"IMG_4901.jpg",7.315,0.756,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,8,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",3,"wild",0.616,420,"9_AGLO_3",27,42,8.2296,12.8016,2.685,6,155,9,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.98
"575",9,"IMG_4901.jpg",5.248,0.756,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,24,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",4,"wild",0.513,420,"9_AGLO_4",27,42,8.2296,12.8016,4.752,6,156,9,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.33
"576",10,"IMG_4901.jpg",4.725,0.737,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,21,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",5,"wild",0.599,420,"9_AGLO_5",27,42,8.2296,12.8016,5.275,6,157,9,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.07
"577",11,"IMG_4901.jpg",4.961,0.727,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,16,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",6,"wild",0.565,420,"9_AGLO_6",27,42,8.2296,12.8016,5.039,6,158,9,"aglo",6,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.52
"578",12,"IMG_4901.jpg",5.62,0.54,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,22,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",7,"wild",0.473,420,"9_AGLO_7",27,42,8.2296,12.8016,4.38,6,159,9,"aglo",7,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.48
"579",13,"IMG_4901.jpg",6.174,0.915,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,38,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",1,"wild",0.474,420,"9_ICRA_1",27,42,8.2296,12.8016,3.826,6,167,9,"icra",1,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.85
"580",14,"IMG_4901.jpg",6.603,0.821,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,9,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",2,"wild",0.571,420,"9_ICRA_2",27,42,8.2296,12.8016,3.397,6,168,9,"icra",2,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.2
"581",15,"IMG_4901.jpg",6.665,1.025,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,39,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",3,"wild",0.519,420,"9_ICRA_3",27,42,8.2296,12.8016,3.335,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",16,"IMG_4901.jpg",7.662,1.41,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,19,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",4,"wild",0.543,420,"9_ICRA_4",27,42,8.2296,12.8016,2.338,6,169,9,"icra",4,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.29
"583",17,"IMG_4901.jpg",7.181,0.759,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,36,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",5,"wild",0.609,420,"9_ICRA_5",27,42,8.2296,12.8016,2.819,6,170,9,"icra",5,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,38.4
"584",18,"IMG_4901.jpg",7.802,1.293,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,37,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"ICRA",6,"wild",0.565,420,"9_ICRA_6",27,42,8.2296,12.8016,2.198,6,171,9,"icra",6,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,38.2
"585",19,"IMG_4901.jpg",6.254,0.564,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,17,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AGLO",8,"wild",0.625,420,"9_AGLO_8",27,42,8.2296,12.8016,3.746,6,160,9,"aglo",8,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.69
"586",20,"IMG_4901.jpg",5.486,1.224,"02.16.2026_ESA-TUT-009_AFTER",20260216,"9","8-purple",35,6,"ESA","TUT","ESA_TUT_9",-14.36045,-170.74851,"AABR",1,"wild",0.503,420,"9_AABR_1",27,42,8.2296,12.8016,4.514,6,151,9,"aabr",1,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.4
"587",1,"IMG_4936.jpg",9.401,0.579,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,35,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",1,"wild",0.621,420,"10_AHYA_1",29,41,8.8392,12.4968,0.599,0,30,10,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.89
"588",2,"IMG_4936.jpg",8.853,0.571,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,33,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",2,"wild",0.617,420,"10_AHYA_2",29,41,8.8392,12.4968,1.147,0,31,10,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.73
"589",3,"IMG_4936.jpg",8.151,1.218,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,31,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",1,"wild",0.626,420,"10_AABR_1",29,41,8.8392,12.4968,1.849,0,22,10,"aabr",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.76
"590",4,"IMG_4936.jpg",6.746,0.754,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,32,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",2,"wild",0.506,420,"10_AABR_2",29,41,8.8392,12.4968,3.254,0,23,10,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.66
"591",5,"IMG_4936.jpg",8.129,0.796,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,11,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",1,"wild",0.663,420,"10_AGLO_1",29,41,8.8392,12.4968,1.871,0,24,10,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.93
"592",6,"IMG_4936.jpg",8.215,1.245,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,12,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",2,"wild",0.626,420,"10_AGLO_2",29,41,8.8392,12.4968,1.785,0,25,10,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.34
"593",7,"IMG_4936.jpg",9.751,0.289,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,14,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",3,"wild",0.655,420,"10_AGLO_3",29,41,8.8392,12.4968,0.249000000000001,0,26,10,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.07
"594",8,"IMG_4936.jpg",8.929,0.722,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,22,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",4,"wild",0.646,420,"10_AGLO_4",29,41,8.8392,12.4968,1.071,0,27,10,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.9
"595",9,"IMG_4936.jpg",8.319,1.046,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,21,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",5,"wild",0.647,420,"10_AGLO_5",29,41,8.8392,12.4968,1.681,0,28,10,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.99
"596",10,"IMG_4936.jpg",8.2,0.944,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,13,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",6,"wild",0.643,420,"10_AGLO_6",29,41,8.8392,12.4968,1.8,0,29,10,"aglo",6,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.61
"597",11,"IMG_4936.jpg",7.88,1.122,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,6,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",1,"wild",0.543,420,"10_ICRA_1",29,41,8.8392,12.4968,2.12,0,32,10,"icra",1,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.08
"598",12,"IMG_4936.jpg",8.234,0.484,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,36,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",2,"wild",0.589,420,"10_ICRA_2",29,41,8.8392,12.4968,1.766,0,34,10,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.86
"599",13,"IMG_4936.jpg",8.926,1.179,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,23,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",3,"wild",0.537,420,"10_ICRA_3",29,41,8.8392,12.4968,1.074,0,35,10,"icra",3,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.05
"600",14,"IMG_4936.jpg",7.429,0.853,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,2,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",4,"wild",0.541,420,"10_ICRA_4",29,41,8.8392,12.4968,2.571,0,36,10,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.08
"601",15,"IMG_4936.jpg",8.547,1.537,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,3,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",5,"wild",0.573,420,"10_ICRA_5",29,41,8.8392,12.4968,1.453,0,37,10,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,37.75
"602",16,"IMG_4936.jpg",8.75,1.089,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,38,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",6,"wild",0.548,420,"10_ICRA_6",29,41,8.8392,12.4968,1.25,0,38,10,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.66
"603",17,"IMG_4936.jpg",8.452,1.003,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,5,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",7,"wild",0.584,420,"10_ICRA_7",29,41,8.8392,12.4968,1.548,0,39,10,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.43
"604",18,"IMG_4936.jpg",8.531,0.982,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,37,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",8,"wild",0.591,420,"10_ICRA_8",29,41,8.8392,12.4968,1.469,0,40,10,"icra",8,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.39
"605",19,"IMG_4936.jpg",8.513,0.782,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,39,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",9,"wild",0.578,420,"10_ICRA_9",29,41,8.8392,12.4968,1.487,0,41,10,"icra",9,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.15
"606",20,"IMG_4936.jpg",7.181,0.466,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","5-orange",29,24,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",10,"wild",0.565,420,"10_ICRA_10",29,41,8.8392,12.4968,2.819,0,33,10,"icra",10,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.3
"607",1,"IMG_4937.jpg",9.322,1.249,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,35,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",1,"wild",0.623,420,"10_AHYA_1",29,41,8.8392,12.4968,0.678000000000001,6,30,10,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.89
"608",2,"IMG_4937.jpg",6.416,0.887,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,33,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",2,"wild",0.634,420,"10_AHYA_2",29,41,8.8392,12.4968,3.584,6,31,10,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.73
"609",3,"IMG_4937.jpg",6.274,0.93,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,31,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",1,"wild",0.613,420,"10_AABR_1",29,41,8.8392,12.4968,3.726,6,22,10,"aabr",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.76
"610",4,"IMG_4937.jpg",7.765,1.103,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,32,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",2,"wild",0.457,420,"10_AABR_2",29,41,8.8392,12.4968,2.235,6,23,10,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.66
"611",5,"IMG_4937.jpg",6.519,1.518,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,11,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",1,"wild",0.608,420,"10_AGLO_1",29,41,8.8392,12.4968,3.481,6,24,10,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.93
"612",6,"IMG_4937.jpg",6.908,0.856,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,12,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",2,"wild",0.623,420,"10_AGLO_2",29,41,8.8392,12.4968,3.092,6,25,10,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.34
"613",7,"IMG_4937.jpg",7.843,0.765,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,14,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",3,"wild",0.643,420,"10_AGLO_3",29,41,8.8392,12.4968,2.157,6,26,10,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.07
"614",8,"IMG_4937.jpg",8.222,0.948,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,22,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",4,"wild",0.63,420,"10_AGLO_4",29,41,8.8392,12.4968,1.778,6,27,10,"aglo",4,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.9
"615",9,"IMG_4937.jpg",6.564,0.634,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,21,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",5,"wild",0.627,420,"10_AGLO_5",29,41,8.8392,12.4968,3.436,6,28,10,"aglo",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.99
"616",10,"IMG_4937.jpg",7.776,0.885,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,13,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AGLO",6,"wild",0.64,420,"10_AGLO_6",29,41,8.8392,12.4968,2.224,6,29,10,"aglo",6,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.61
"617",11,"IMG_4937.jpg",7.71,0.801,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,6,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",1,"wild",0.56,420,"10_ICRA_1",29,41,8.8392,12.4968,2.29,6,32,10,"icra",1,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.08
"618",12,"IMG_4937.jpg",8.215,0.475,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,36,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",2,"wild",0.561,420,"10_ICRA_2",29,41,8.8392,12.4968,1.785,6,34,10,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,9,9,37.86
"619",13,"IMG_4937.jpg",8.452,0.523,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,23,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",3,"wild",0.545,420,"10_ICRA_3",29,41,8.8392,12.4968,1.548,6,35,10,"icra",3,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.05
"620",14,"IMG_4937.jpg",8.511,1.055,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,2,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",4,"wild",0.512,420,"10_ICRA_4",29,41,8.8392,12.4968,1.489,6,36,10,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.08
"621",15,"IMG_4937.jpg",7.06,0.98,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,3,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",5,"wild",0.57,420,"10_ICRA_5",29,41,8.8392,12.4968,2.94,6,37,10,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,37.75
"622",16,"IMG_4937.jpg",8.192,0.938,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,38,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",6,"wild",0.584,420,"10_ICRA_6",29,41,8.8392,12.4968,1.808,6,38,10,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.66
"623",17,"IMG_4937.jpg",9.043,0.904,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,5,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",7,"wild",0.59,420,"10_ICRA_7",29,41,8.8392,12.4968,0.957000000000001,6,39,10,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.43
"624",18,"IMG_4937.jpg",8.255,0.708,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,37,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",8,"wild",0.583,420,"10_ICRA_8",29,41,8.8392,12.4968,1.745,6,40,10,"icra",8,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.39
"625",19,"IMG_4937.jpg",8.478,0.588,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,39,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",9,"wild",0.58,420,"10_ICRA_9",29,41,8.8392,12.4968,1.522,6,41,10,"icra",9,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.15
"626",20,"IMG_4937.jpg",8.053,1.111,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","1-green",35,24,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"ICRA",10,"wild",0.599,420,"10_ICRA_10",29,41,8.8392,12.4968,1.947,6,33,10,"icra",10,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.3
"627",1,"IMG_4938.jpg",7.643,0.882,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,35,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",1,"wild",0.625,420,"10_AHYA_1",29,41,8.8392,12.4968,2.357,7,30,10,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.89
"628",2,"IMG_4938.jpg",5.675,1.696,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,33,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AHYA",2,"wild",0.619,420,"10_AHYA_2",29,41,8.8392,12.4968,4.325,7,31,10,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.73
"629",3,"IMG_4938.jpg",6.387,0.926,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,31,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",1,"wild",0.575,420,"10_AABR_1",29,41,8.8392,12.4968,3.613,7,22,10,"aabr",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.76
"630",4,"IMG_4938.jpg",6.821,1.253,"02.17.2026_ESA-TUT-010_AFTER",20260217,"10","2-blue",36,32,"ESA","TUT","ESA_TUT_10",-14.27898,-170.5863,"AABR",2,"wild",0.59,420,"10_AABR_2",29,41,8.8392,12.4968,3.179,7,23,10,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.66
